order_id,customer_id,customer_name,age,gender,email,city,state,pincode,country,order_date,delivery_date,order_status,product_category,product_name,quantity,unit_price,total_price,discount_%,payment_method,shipping_carrier,delivery_days,express_delivery,warehouse_location,rating,review_sentiment,return_requested,customer_loyalty_tier
ORD100627,CUST2932,Andrea Chan,21,female,mgibson@example.org,New Delhi,Delhi,875743,India,29-07-2025,,Pending,Sports,Cricket Bat,6,55489.92,316292.54,5,Credit Card,DTDC,11,no,Chennai Hub,2.4,,Yes,Bronze
ORD100628,CUST9507,Ricky Young,65,Male,jennifer96@example.com,Canberra,New South Wales,853976,Australia,10-06-2024,16-06-2024,Returned,Sports,Cricket Bat,7,12005.54,75634.9,10,upi,Couriers Please,6,no,Melbourne Hub,3.2,Neutral,No,Silver
ORD100629,CUST3771,Jessica Gallagher,59,male,btucker@example.net,Austin,Texas,723722,USA,04-05-2025,,Cancelled,Beauty,Moisturiser,7,6466.93,31687.96,30,Credit Card,UPS,14,No,Los Angeles Hub,1.1,,Yes,Gold
ORD100630,CUST6608,Caleb Pham,55,Male,sarahkelley@example.org,Hamilton,Ontario,266216,Canada,06-04-2026,15-04-2026,Delivered,Fashion,T-Shirt,4,36689.25,146757,,COD,FedEx,9,No,Vancouver Hub,4.2,,No,Gold
ORD100631,CUST8578,Jason Martinez,29,female,whitejoshua@example.org,Dundee,Scotland,570315,UK,06-12-2025,13-12-2025,Returned,Books,Comic Book,4,5446.82,21787.28,,COD,DHL,7,No,Manchester Hub,,Negative,Yes,Bronze
ORD100632,CUST7014,Angela Davis,24,Other,tapiabarbara@example.org,Ottawa,Ontario,962585,Canada,13-09-2025,15-09-2025,Returned,Sports,Dumbbells,4,76107.73,289209.37,5,Cash on Delivery,Purolator,2,yes,Vancouver Hub,2.3,Positive,Yes,Gold
ORD100633,CUST8362,Gary Hester,37,Female,burnsdonna@example.org,Khalifa City,Abu Dhabi,300779,UAE,25-01-2025,31-01-2025,Shipped,Electronics,Charger,6,73109.12,438654.72,,UPI,DHL,6,Yes,Dubai Hub,4.2,Negative,No,Bronze
ORD100634,CUST9360,Diane Howard,58,Male,jerome91@example.net,Dallas,Texas,264772,USA,24-10-2025,01-11-2025,Delivered,Books,Biography,3,45417.62,115814.93,15,Net Banking,USPS,8,no,Texas Hub,2.8,Negative,Yes,Platinum
ORD100635,CUST6140,Vicki Todd,43,male,charlesmaddox@example.com,Saket,Delhi,395258,India,21-12-2024,25-12-2024,Shipped,Books,Biography,1,68928.87,68928.87,,Debit Card,Delhivery,4,Yes,Delhi Hub,3.8,,No,Silver
ORD100636,CUST7159,Katie Vaughn,39,M,dannymoses@example.com,Mangaluru,Karnataka,183998,India,03-08-2024,,Cancelled,Fashion,Kurti,6,63180.44,284311.98,25,Debit card,Ekart,14,no,Kolkata Hub,1.1,,Yes,Platinum
ORD100637,CUST8152,Amber Jones,51,Female,ibarnes@example.net,Nagpur,Maharashtra,806170,India,12-07-2024,20-07-2024,Returned,Beauty,Hair Oil,4,60500.27,193600.86,20,Cash on Delivery,BlueDart,8,No,Delhi Hub,1.8,Negative,No,Platinum
ORD100638,CUST3205,Meghan Jackson,39,female,iburns@example.com,Birmingham,England,414025,UK,04-08-2025,,Cancelled,Beauty,Sunscreen,10,25951.08,259510.8,0,Debit card,Evri,5,Yes,Manchester Hub,3.8,Negative,No,Bronze
ORD100639,CUST7018,Jeffery Gonzalez,57,Other,rossrobert@example.net,Surrey,British Columbia,722531,Canada,27-02-2026,11-03-2026,Delivered,Grocery,Olive Oil,1,57952.82,43464.61,25,COD,UPS,12,No,Vancouver Hub,3,Positive,No,Gold
ORD100640,CUST9295,Dustin Harris,49,male,robert25@example.org,Nashik,Maharashtra,113282,India,23-06-2025,30-06-2025,Delivered,Grocery,Protein Powder,2,5563.89,11127.78,0,upi,FedEx,7,no,Delhi Hub,2.3,Negative,Yes,Bronze
ORD100641,CUST5503,Monica Manning,33,F,christopher95@example.org,Syracuse,New York,868129,USA,21-02-2025,24-02-2025,Shipped,Beauty,Hair Oil,7,59907.01,293544.35,30,UPI,UPS,3,Yes,New York Hub,,Negative,No,Silver
ORD100642,CUST4697,Pamela Randall,27,Male,millerjamie@example.org,London,England,196638,UK,29-12-2025,02-01-2026,Shipped,Electronics,Tablet,7,41694.71,291862.97,,Debit Card,DHL,4,yes,London Hub,,Neutral,No,Bronze
ORD100643,CUST3534,Stephen Holt,58,male,annettemacias@example.com,Mysuru,Karnataka,635205,India,30-10-2025,,Pending,Beauty,Face Wash,7,49391.5,293879.42,15,Debit Card,FedEx,8,yes,Mumbai Hub,1.5,Negative,No,Platinum
ORD100644,CUST2228,Stephen Carlson,23,Other,ddixon@example.net,Downtown Dubai,Dubai,681816,UAE,07-07-2024,,Pending,Beauty,Moisturiser,7,72803.13,356735.34,30,Credit Card,Emirates Post,1,No,Abu Dhabi Hub,4.9,Neutral,No,Platinum
ORD100645,CUST9290,Rebecca Smith,33,male,nataliebush@example.net,Rohini,Delhi,473014,India,06-02-2026,19-02-2026,Returned,Grocery,Green Tea,1,73225,58580,20,Net Banking,FedEx,13,Yes,Kolkata Hub,2.7,Positive,No,Gold
ORD100646,CUST3708,Nicholas Franklin,19,Other,millertravis@example.net,Jumeirah,Dubai,128497,UAE,29-03-2025,12-04-2025,Returned,Electronics,Tablet,10,31098.68,264338.78,15,credit card,Aramex,14,No,Dubai Hub,2.8,,Yes,Gold
ORD100647,CUST9480,Amber Ramos,51,female,xgonzalez@example.net,Saket,Delhi,386218,India,05-03-2026,12-03-2026,Returned,Beauty,Hair Oil,2,26881.27,53762.54,0,credit card,DTDC,7,no,Bengaluru Hub,2,Negative,No,Silver
ORD100648,CUST9052,Sarah Martinez,37,Female,timothyjohnson@example.net,Birmingham,England,585035,UK,12-12-2024,,Pending,Electronics,Charger,1,49481.71,39585.37,20,Debit card,Evri,10,No,London Hub,3.2,Negative,No,Silver
ORD100649,CUST9900,David Jarvis,52,Male,ithompson@example.net,Birmingham,England,986103,UK,12-05-2024,23-05-2024,Delivered,Electronics,Earbuds,5,56853.33,241626.65,15,Debit Card,Royal Mail,11,yes,Manchester Hub,4.1,Neutral,No,Bronze
ORD100650,CUST7927,Zachary Mathews,62,female,evansryan@example.com,Surrey,British Columbia,338306,Canada,12-02-2025,21-02-2025,Shipped,Grocery,Green Tea,9,34128.31,307154.79,,Debit Card,FedEx,9,no,Toronto Hub,,,No,Platinum
ORD100651,CUST5403,Katie Rhodes,63,Male,hpowell@example.org,Kelowna,British Columbia,831333,Canada,09-07-2025,19-07-2025,Delivered,Beauty,Hair Oil,5,73907.75,332584.88,10,COD,Canada Post,10,yes,Toronto Hub,3.4,Positive,Yes,Gold
ORD100652,CUST2899,Joshua Powell DVM,34,F,michael21@example.com,Sydney,New South Wales,898884,Australia,24-08-2025,03-09-2025,Returned,Home & Kitchen,Pressure Cooker,10,471867.5,4246807.5,10,Credit Card,DHL,10,yes,Sydney Hub,,Positive,Yes,Silver
ORD100653,CUST8905,Jasmine Robinson,45,Male,froberts@example.net,Jumeirah,Dubai,989986,UAE,29-08-2025,,Pending,Beauty,Moisturiser,4,2212.42,7522.23,15,Net Banking,DHL,1,yes,Dubai Hub,,,Yes,Platinum
ORD100654,CUST3568,John Cole,50,Female,kimberlysuarez@example.com,London,England,580991,UK,27-04-2024,,Pending,Grocery,Dry Fruits,8,18540.78,133493.62,10,Debit card,Evri,13,Yes,London Hub,2.5,Positive,Yes,Bronze
ORD100655,CUST3569,Elizabeth Young,37,female,petersoneric@example.net,Deira,Dubai,632257,UAE,23-08-2025,,Pending,Beauty,Sunscreen,6,7832.61,46995.66,,upi,FedEx,1,Yes,Dubai Hub,4.9,Negative,Yes,Bronze
ORD100656,CUST7092,Nicole Jackson,64,Other,kellererik@example.net,Liverpool,England,717402,UK,03-10-2024,13-10-2024,Returned,Grocery,Green Tea,8,68441.63,492779.74,10,COD,Evri,10,Yes,Manchester Hub,1.4,Positive,No,Silver
ORD100657,CUST8331,Kimberly Pope,21,male,lindseyhenderson@example.net,Bur Dubai,Dubai,439374,UAE,07-12-2024,,Cancelled,Sports,Cricket Bat,7,349238.58,2444670.06,0,Debit Card,Aramex,10,no,Dubai Hub,4.4,Neutral,No,Silver
ORD100658,CUST8824,Danielle Gates,23,F,jacobmyers@example.net,Mangaluru,Karnataka,603259,India,03-01-2025,09-01-2025,Returned,Books,Textbook,4,67536.57,270146.28,,Credit Card,BlueDart,6,Yes,Kolkata Hub,3.2,Negative,Yes,Platinum
ORD100659,CUST3410,Tracy Dalton,53,Male,lwelch@example.com,Newcastle,New South Wales,832267,Australia,09-03-2025,20-03-2025,Returned,Fashion,Saree,1,43066.31,32299.73,25,Net Banking,Australia Post,11,yes,Sydney Hub,2.3,,Yes,Bronze
ORD100660,CUST2110,Ariel Hernandez,20,F,zgreen@example.net,Yas Island,Abu Dhabi,461127,UAE,19-06-2024,,Pending,Electronics,Smartwatch,4,1528.24,4584.72,25,Debit Card,FedEx,9,Yes,Abu Dhabi Hub,1.5,Positive,Yes,Platinum
ORD100661,CUST6879,Laura Moore,56,M,moranjuan@example.com,Toronto,Ontario,415861,Canada,07-03-2026,,Pending,Grocery,Protein Powder,2,48152.5,72228.75,25,Cash on Delivery,Purolator,2,Yes,Vancouver Hub,4.6,,No,Bronze
ORD100662,CUST1581,Deanna Ward,40,female,mcculloughdaniel@example.com,Hamilton,Ontario,437454,Canada,10-03-2025,,Cancelled,Toys,Barbie Doll,6,63417.64,323429.96,15,Debit Card,FedEx,5,no,Toronto Hub,,Negative,Yes,Gold
ORD100663,CUST1063,Kevin Reyes,26,male,yjackson@example.com,London,England,333586,UK,25-01-2025,07-02-2025,Returned,Sports,Dumbbells,5,46921.86,199417.9,15,Cash on Delivery,Parcelforce,13,Yes,London Hub,2.2,Negative,No,Gold
ORD100664,CUST8849,Barbara Wells,40,Female,fsimon@example.org,Dallas,Texas,945978,USA,29-04-2025,03-05-2025,Shipped,Electronics,Smartwatch,1,76383.19,72564.03,5,COD,FedEx,4,Yes,Texas Hub,4.4,,Yes,Silver
ORD100665,CUST4275,Jennifer Freeman,50,M,brandon22@example.org,Bendigo,Victoria,151263,Australia,09-08-2025,22-08-2025,Shipped,Books,Self-Help Book,2,23792.73,47585.46,0,credit card,StarTrack,13,yes,Melbourne Hub,1.6,Negative,No,Bronze
ORD100666,CUST2042,Christina Brown,62,female,denise18@example.net,Khalifa City,Abu Dhabi,950654,UAE,15-04-2025,28-04-2025,Shipped,Electronics,Laptop,7,22600.95,126565.32,20,upi,DHL,13,no,Abu Dhabi Hub,4.2,Positive,No,Gold
ORD100667,CUST6563,Donald Ross,57,Female,cindy92@example.org,Birmingham,England,767807,UK,30-08-2025,31-08-2025,Shipped,Home & Kitchen,Mixer Grinder,1,14249.59,12112.15,15,Credit Card,Parcelforce,1,No,London Hub,1.7,Positive,Yes,Bronze
ORD100668,CUST8027,George Miller,36,female,michelleking@example.net,Surrey,British Columbia,239928,Canada,10-02-2026,24-02-2026,Delivered,Electronics,Tablet,3,79592.81,226839.51,5,UPI,FedEx,14,no,Vancouver Hub,5,Neutral,No,Silver
ORD100669,CUST9989,Susan Clark DVM,65,F,ajackson@example.net,Rohini,Delhi,188855,India,17-07-2025,,Pending,Beauty,Hair Oil,4,9530.63,28591.89,25,Debit card,DTDC,10,no,Chennai Hub,,Positive,Yes,Silver
ORD100670,CUST5795,Natasha Griffin,42,F,frank14@example.net,Nashik,Maharashtra,668638,India,17-12-2024,21-12-2024,Shipped,Sports,Yoga Mat,1,74940.23,59952.18,20,Net Banking,Delhivery,4,No,Mumbai Hub,1.9,Neutral,No,Bronze
ORD100671,CUST8351,Meghan Hudson,39,female,ryangentry@example.org,Aberdeen,Scotland,371238,UK,17-10-2024,21-10-2024,Shipped,Books,Comic Book,5,366004.57,1555519.42,15,Debit card,Parcelforce,4,no,Manchester Hub,4.7,,No,Bronze
ORD100672,CUST9879,Walter Bryan Jr.,21,male,cparker@example.com,Syracuse,New York,855407,USA,20-12-2024,26-12-2024,Returned,Electronics,Tablet,1,49230.53,44307.48,10,Credit Card,USPS,6,no,New York Hub,,Negative,No,Gold
ORD100673,CUST8612,William Swanson,64,Female,jenniferdavila@example.com,Dwarka,Delhi,941698,India,31-03-2025,,Cancelled,Beauty,Sunscreen,6,50685.49,273701.65,10,upi,Ekart,13,Yes,Bengaluru Hub,1.6,Neutral,Yes,Gold
ORD100674,CUST1223,Angela Mack,30,Other,ellisonjeffery@example.com,Al Ain,Abu Dhabi,366392,UAE,23-02-2026,,Cancelled,Sports,Skipping Rope,6,59796.1,340837.77,5,Credit Card,DHL,7,no,Abu Dhabi Hub,,Neutral,Yes,Bronze
ORD100675,CUST3570,Henry Matthews,47,M,zashley@example.com,Ottawa,Ontario,875169,Canada,14-05-2025,22-05-2025,Delivered,Sports,Skipping Rope,7,42248.4,295738.8,,Debit card,Canada Post,8,No,Toronto Hub,3.7,Negative,Yes,Gold
ORD100676,CUST9542,Jonathan Castillo,42,M,zestrada@example.org,Chennai,Tamil Nadu,147021,India,18-11-2024,,Cancelled,Books,Fiction Novel,8,75501.28,422807.17,30,Debit card,Ekart,1,yes,Delhi Hub,,Positive,Yes,Bronze
ORD100677,CUST4614,Mary Peterson,60,male,bobbyray@example.net,Deira,Dubai,426761,UAE,05-12-2025,11-12-2025,Returned,Electronics,Earbuds,7,60060.34,294295.67,30,Debit Card,FedEx,6,No,Abu Dhabi Hub,4.7,Neutral,No,Platinum
ORD100678,CUST3755,Jennifer Walton,18,Female,christian85@example.net,Dwarka,Delhi,821457,India,11-05-2024,,Cancelled,Fashion,Jeans,6,38449.97,230699.82,0,Debit Card,Ekart,13,no,Mumbai Hub,,,No,Platinum
ORD100679,CUST5818,Alec Lee,51,male,youngjenna@example.net,Jumeirah,Dubai,677198,UAE,07-11-2025,,Pending,Fashion,T-Shirt,8,73896.59,591172.72,0,COD,DHL,12,No,Abu Dhabi Hub,,Positive,Yes,Silver
ORD100680,CUST8698,Craig Smith,43,male,robinsonbarbara@example.com,Wollongong,New South Wales,751052,Australia,28-09-2025,,Pending,Beauty,Moisturiser,2,9481.31,18962.62,,Net Banking,DHL,9,No,Melbourne Hub,3.8,Negative,Yes,Platinum
ORD100681,CUST1248,Katherine Benjamin,54,Female,hammondcynthia@example.net,Salem,Tamil Nadu,386441,India,31-03-2026,,Pending,Beauty,Face Wash,8,40594.54,276042.87,15,UPI,BlueDart,10,Yes,Kolkata Hub,1.8,Neutral,No,Silver
ORD100682,CUST8227,Robert Decker,29,female,wrice@example.org,Buffalo,New York,165857,USA,02-01-2025,14-01-2025,Shipped,Sports,Cricket Bat,10,70812.75,708127.5,,Net Banking,FedEx,12,No,Los Angeles Hub,,Negative,Yes,Silver
ORD100683,CUST1453,James Smith,32,Female,leblancchristine@example.com,Austin,Texas,481165,USA,04-07-2025,15-07-2025,Returned,Electronics,Tablet,9,51393.06,370030.03,20,COD,USPS,11,Yes,Los Angeles Hub,2.9,Neutral,No,Gold
ORD100684,CUST1237,Clarence Cook,62,Female,jamesmartin@example.org,Victoria,British Columbia,307553,Canada,15-08-2024,26-08-2024,Delivered,Home & Kitchen,Bedsheet,10,25351.81,202814.48,20,Debit card,FedEx,11,no,Toronto Hub,,Negative,No,Bronze
ORD100685,CUST5157,Clifford Bullock,56,M,chodge@example.org,Victoria,British Columbia,935150,Canada,17-08-2024,30-08-2024,Returned,Sports,Cricket Bat,7,46009.92,225448.61,30,UPI,Purolator,13,no,Vancouver Hub,,,No,Gold
ORD100686,CUST2243,Timothy Fuller,24,Other,williesmith@example.org,Bur Dubai,Dubai,150046,UAE,16-10-2024,,Pending,Electronics,Tablet,3,71159.36,170782.46,20,upi,DHL,1,yes,Dubai Hub,4.1,,No,Silver
ORD100687,CUST6716,Christopher Russell,30,M,meredith63@example.net,Al Ain,Abu Dhabi,729279,UAE,20-07-2024,25-07-2024,Shipped,Books,Textbook,10,12638.7,94790.25,25,COD,FedEx,5,No,Dubai Hub,1.8,,No,Silver
ORD100688,CUST2374,Jeffrey Rivera,36,female,nathanielleonard@example.net,Manchester,England,947973,UK,20-03-2026,22-03-2026,Shipped,Home & Kitchen,Air Fryer,8,58866.11,423835.99,10,Debit card,Royal Mail,2,yes,London Hub,3.1,Neutral,Yes,Platinum
ORD100689,CUST2235,Jimmy Meyer,34,Female,ryoder@example.com,Nagpur,Maharashtra,600611,India,26-03-2026,08-04-2026,Delivered,Home & Kitchen,Mixer Grinder,9,20129.92,153993.89,15,Net Banking,BlueDart,13,No,Delhi Hub,5,,Yes,Bronze
ORD100690,CUST6916,Sarah Medina,65,Male,clee@example.net,London,Ontario,550861,Canada,27-06-2025,09-07-2025,Shipped,Electronics,Smartwatch,2,44980.8,71969.28,20,Cash on Delivery,UPS,12,yes,Vancouver Hub,1.1,,Yes,Silver
ORD100691,CUST9812,Carrie Morales,42,Female,sharon59@example.net,Mumbai,Maharashtra,963124,India,29-04-2024,,Pending,Fashion,Jeans,9,16731.7,105409.71,30,Debit card,BlueDart,7,Yes,Chennai Hub,1.1,Positive,No,Gold
ORD100692,CUST2523,Ann Curry,65,Male,patricia46@example.net,Hamilton,Ontario,460369,Canada,09-02-2026,,Pending,Home & Kitchen,Pressure Cooker,3,79405.52,202484.08,15,Debit card,FedEx,13,no,Toronto Hub,1.8,Positive,Yes,Gold
ORD100693,CUST7493,Mary Valdez,57,male,osmith@example.com,Bendigo,Victoria,866540,Australia,17-01-2025,31-01-2025,Returned,Fashion,T-Shirt,5,59192.76,295963.8,0,upi,DHL,14,no,Sydney Hub,,Negative,No,Silver
ORD100694,CUST3086,Nicholas Wilson,64,M,aliciamoore@example.com,New Delhi,Delhi,234870,India,31-07-2024,10-08-2024,Returned,Books,Textbook,7,19164.7,134152.9,,COD,FedEx,10,Yes,Chennai Hub,,Negative,Yes,Bronze
ORD100695,CUST6982,Ryan Melton,46,Other,cingram@example.com,Surrey,British Columbia,624899,Canada,16-01-2026,,Cancelled,Sports,Skipping Rope,6,15268.23,82448.44,10,UPI,Canada Post,4,No,Vancouver Hub,2.8,,No,Gold
ORD100696,CUST4363,Alan Garcia,58,female,mcneilsean@example.com,Geelong,Victoria,389681,Australia,07-03-2026,10-03-2026,Delivered,Home & Kitchen,Curtains,3,18440.43,49789.16,10,Debit Card,Australia Post,3,yes,Sydney Hub,,,No,Platinum
ORD100697,CUST3750,Kathy Ramos,55,F,eatonlinda@example.org,London,England,391190,UK,26-01-2026,01-02-2026,Delivered,Beauty,Moisturiser,9,7992.05,61139.18,15,Credit Card,Parcelforce,6,no,London Hub,2.9,Positive,No,Silver
ORD100698,CUST3481,Sarah Adams,51,male,hayesrachel@example.com,Chennai,Tamil Nadu,935000,India,04-05-2024,11-05-2024,Shipped,Books,Textbook,8,3609.07,21654.42,25,Cash on Delivery,Ekart,7,no,Kolkata Hub,3.9,Negative,Yes,Gold
ORD100699,CUST4107,Daniel Alvarez,52,female,kimberlybarnes@example.net,San Antonio,Texas,419399,USA,11-04-2026,14-04-2026,Shipped,Grocery,Protein Powder,4,63153.87,176830.84,30,Debit Card,FedEx,3,No,New York Hub,2.8,Positive,No,Bronze
ORD100700,CUST8033,Anne Jones,20,Other,xnguyen@example.org,Al Ain,Abu Dhabi,211499,UAE,02-08-2025,,Pending,Toys,LEGO Set,6,323398.08,1552310.78,20,UPI,DHL,14,no,Abu Dhabi Hub,2.8,Negative,No,Bronze
ORD100701,CUST4997,Alyssa Fuentes,65,F,pfisher@example.com,Madurai,Tamil Nadu,806050,India,09-09-2024,,Cancelled,Home & Kitchen,Bedsheet,2,53750.73,91376.24,15,COD,BlueDart,11,no,Chennai Hub,3.1,Neutral,Yes,Silver
ORD100702,CUST2021,Connor Rivera,34,Female,qvillanueva@example.com,Houston,Texas,915939,USA,18-07-2025,,Cancelled,Books,Fiction Novel,9,58957.03,477551.94,10,Credit Card,FedEx,6,yes,Texas Hub,3.1,Positive,Yes,Bronze
ORD100703,CUST9281,Marc Smith,53,male,amber89@example.net,New York City,New York,165457,USA,28-11-2025,03-12-2025,Returned,Books,Self-Help Book,9,66611.68,449628.84,25,Net Banking,USPS,5,Yes,Texas Hub,4.8,Negative,Yes,Platinum
ORD100704,CUST6744,Jason Dean,41,M,joshuasanchez@example.org,Austin,Texas,351516,USA,11-12-2025,21-12-2025,Delivered,Books,Self-Help Book,4,42584.32,153303.55,10,Net Banking,DHL,10,no,Texas Hub,1.2,Neutral,Yes,Silver
ORD100705,CUST9531,Colleen Rogers,21,Other,stantonangela@example.com,Ballarat,Victoria,931589,Australia,10-12-2024,,Pending,Grocery,Protein Powder,4,499382.23,1697899.58,15,Credit Card,Couriers Please,6,no,Sydney Hub,1.8,,No,Platinum
ORD100706,CUST8244,Rebecca Phillips,21,Female,rmcclain@example.org,Victoria,British Columbia,448144,Canada,28-03-2026,29-03-2026,Shipped,Sports,Yoga Mat,1,51514.25,51514.25,,Net Banking,FedEx,1,Yes,Toronto Hub,4.3,Positive,No,Platinum
ORD100707,CUST9211,Yvonne Johnson,48,M,tracycastaneda@example.net,Madurai,Tamil Nadu,332994,India,25-08-2025,,Pending,Grocery,Protein Powder,5,7295.72,29182.88,20,Credit Card,FedEx,13,Yes,Bengaluru Hub,4.1,,No,Silver
ORD100708,CUST5935,Ashley Hill,23,Other,mooneycraig@example.net,Wollongong,New South Wales,774244,Australia,13-03-2026,,Cancelled,Fashion,Jeans,6,49436.88,266959.15,10,UPI,StarTrack,5,No,Melbourne Hub,3.9,Positive,No,Silver
ORD100709,CUST6813,Cathy Armstrong,21,Female,beckerkristina@example.com,Birmingham,England,112162,UK,03-02-2025,16-02-2025,Shipped,Books,Biography,9,40406.03,272740.7,25,Debit card,Royal Mail,13,Yes,Manchester Hub,2.2,Neutral,No,Bronze
ORD100710,CUST5727,Heather Andrews,63,male,johnny52@example.com,Wollongong,New South Wales,788387,Australia,25-11-2024,07-12-2024,Shipped,Electronics,Smartphone,9,13356.94,120212.46,,Credit Card,StarTrack,12,no,Melbourne Hub,4.2,Negative,Yes,Bronze
ORD100711,CUST9735,Abigail Harper,20,female,ashleebrooks@example.com,Ballarat,Victoria,694389,Australia,22-02-2025,,Pending,Electronics,Smartphone,2,30443.14,60886.28,0,Net Banking,StarTrack,7,Yes,Sydney Hub,3.1,Positive,Yes,Gold
ORD100712,CUST5025,Brian Whitney,61,Other,qsantana@example.net,Dwarka,Delhi,114684,India,10-10-2025,19-10-2025,Returned,Sports,Dumbbells,6,79985.94,335940.95,30,Debit Card,BlueDart,9,Yes,Chennai Hub,1.3,Neutral,No,Platinum
ORD100713,CUST1226,Paula Massey,59,F,melissa62@example.org,Syracuse,New York,866691,USA,13-07-2025,16-07-2025,Shipped,Sports,Badminton Racket,9,12577.26,79236.74,30,Cash on Delivery,FedEx,3,yes,New York Hub,2.3,Positive,Yes,Silver
ORD100714,CUST1160,Jill Hernandez,64,Male,davidrose@example.com,Saket,Delhi,440912,India,17-07-2024,27-07-2024,Returned,Fashion,Jacket,7,53585.92,281326.08,25,UPI,DTDC,10,no,Delhi Hub,,Neutral,Yes,Silver
ORD100715,CUST3041,Lori Collins,23,Female,rachel65@example.org,Liverpool,England,902536,UK,26-11-2024,08-12-2024,Returned,Toys,Remote Car,10,44830.79,425892.51,5,Cash on Delivery,Royal Mail,12,Yes,Manchester Hub,2.8,Positive,No,Bronze
ORD100716,CUST6735,Michelle Murray,50,Other,davisdouglas@example.com,Salem,Tamil Nadu,606193,India,05-04-2025,20-04-2025,Delivered,Sports,Badminton Racket,4,45225.94,135677.82,25,credit card,BlueDart,15,yes,Delhi Hub,4.4,Positive,No,Silver
ORD100717,CUST1808,Stanley Duke,39,female,stevenclark@example.org,Toronto,Ontario,147145,Canada,19-01-2026,,Pending,Electronics,Smartwatch,8,50442.9,322834.56,20,Debit Card,FedEx,6,no,Vancouver Hub,,,Yes,Bronze
ORD100718,CUST1785,Christopher Hendricks,26,Other,zacharyblake@example.com,San Antonio,Texas,837170,USA,23-06-2024,02-07-2024,Shipped,Sports,Badminton Racket,4,72619.99,261431.96,10,Debit Card,USPS,9,yes,New York Hub,,Positive,Yes,Platinum
ORD100719,CUST6830,Louis Warren,63,Female,johnsoncheryl@example.net,Rohini,Delhi,316235,India,08-12-2024,,Pending,Toys,Barbie Doll,7,42039.72,205994.63,30,upi,BlueDart,4,No,Bengaluru Hub,,Negative,Yes,Platinum
ORD100720,CUST9871,Terri Cook,49,male,taylorsherri@example.net,Manchester,England,336891,UK,06-10-2025,,Pending,Home & Kitchen,Curtains,2,5349.1,9628.38,10,credit card,Parcelforce,1,yes,London Hub,2.9,Positive,Yes,Gold
ORD100721,CUST1406,Anthony Wallace,64,female,williamsharp@example.org,Deira,Dubai,928542,UAE,26-10-2024,,Cancelled,Toys,Board Game,10,14250.33,106877.47,25,Debit card,DHL,14,Yes,Abu Dhabi Hub,4.1,,Yes,Bronze
ORD100722,CUST2533,Justin Dean,20,male,dawsonamanda@example.com,Rohini,Delhi,818684,India,28-08-2025,09-09-2025,Delivered,Electronics,Tablet,9,56874.99,460687.42,10,Credit Card,Delhivery,12,no,Bengaluru Hub,2.5,Negative,No,Bronze
ORD100723,CUST2670,Victoria Howell,65,Other,richardrivera@example.com,Deira,Dubai,160662,UAE,13-02-2026,28-02-2026,Shipped,Sports,Skipping Rope,1,9735.12,8761.61,10,Debit Card,FedEx,15,yes,Abu Dhabi Hub,2.3,Neutral,Yes,Silver
ORD100724,CUST9186,Scott Rodriguez,65,F,kyle01@example.org,Yas Island,Abu Dhabi,762500,UAE,22-11-2024,23-11-2024,Returned,Home & Kitchen,Mixer Grinder,4,35205.17,140820.68,,COD,Aramex,1,No,Dubai Hub,4.1,Negative,Yes,Platinum
ORD100725,CUST7143,Ashley Campbell MD,26,male,dhamilton@example.com,Syracuse,New York,680902,USA,19-01-2025,25-01-2025,Delivered,Fashion,Kurti,9,28258.44,241609.66,5,Credit Card,USPS,6,no,Texas Hub,2.8,Positive,Yes,Gold
ORD100726,CUST8343,Kimberly Lindsey,42,Other,robertgriffin@example.net,Hamilton,Ontario,816085,Canada,05-06-2025,11-06-2025,Returned,Books,Biography,2,29039,58078,0,Debit Card,Purolator,6,No,Toronto Hub,,Positive,No,Gold
ORD100727,CUST1700,Jasmine Saunders,23,male,bcabrera@example.net,Mysuru,Karnataka,183214,India,06-02-2026,08-02-2026,Delivered,Sports,Dumbbells,3,51533.2,123679.68,20,credit card,Delhivery,2,yes,Chennai Hub,2.4,Negative,Yes,Platinum
ORD100728,CUST9781,Michael Evans,60,M,woodardkenneth@example.net,Buffalo,New York,205824,USA,24-06-2024,03-07-2024,Shipped,Sports,Yoga Mat,8,75479.36,452876.16,25,COD,UPS,9,Yes,Texas Hub,2.1,Negative,No,Gold
ORD100729,CUST1053,William Rogers,22,Other,kellyheather@example.com,Musaffah,Abu Dhabi,127804,UAE,13-04-2026,26-04-2026,Returned,Home & Kitchen,Bedsheet,1,21645.18,21645.18,0,Cash on Delivery,FedEx,13,yes,Abu Dhabi Hub,3,,Yes,Gold
ORD100730,CUST1956,Kenneth Melton,35,F,williamcruz@example.net,Glasgow,Scotland,688401,UK,14-07-2025,22-07-2025,Delivered,Beauty,Hair Oil,2,79618.62,135351.65,15,credit card,Evri,8,yes,Manchester Hub,4.5,Neutral,No,Platinum
ORD100731,CUST6811,Kevin Davis,33,female,terrieverett@example.net,Mangaluru,Karnataka,136808,India,28-02-2025,05-03-2025,Returned,Grocery,Protein Powder,2,38951.08,77902.16,,Cash on Delivery,DTDC,5,Yes,Delhi Hub,2.3,Negative,No,Bronze
